doctor_id,hospital_id,name,gender,age,specialty,sub_specialty,primary_qualification,additional_qualification,years_experience,seniority_level,board_certified,on_call,shift_type,prefers_trauma_cases,telemedicine_enabled,languages_spoken,max_concurrent_cases,avg_consultation_time_min,avg_response_time_to_call_min,last_appraisal_score,doctor_quality_score,burnout_risk_score,contact_channel
DOC_0086,HOSP_004,Aditya Singh,OTHER,50,CARDIAC,INTERVENTIONAL_CARDIOLOGY,"MBBS, DNB",Fellowship in Neuro Critical Care,15,SENIOR_CONSULTANT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Tamil']",4,27,4.41,3.46,0.91,0.51,app://doctor/DOC_0086
DOC_0087,HOSP_004,Ananya Das,M,35,CARDIAC,HEART_FAILURE,"MBBS, DNB",Fellowship in Neuro Critical Care,14,SENIOR_CONSULTANT,True,True,DAY,False,True,"['Bengali', 'English', 'Hindi', 'Odia', 'Urdu']",1,17,7.66,3.8,0.88,0.23,app://doctor/DOC_0087
DOC_0088,HOSP_004,Riya Sen,M,36,TRAUMA,ORTHO_TRAUMA,"MBBS, MD",Fellowship in Pediatric ICU,21,SENIOR_CONSULTANT,True,False,NIGHT,True,True,"['Bengali', 'English', 'Hindi', 'Odia', 'Tamil']",3,18,1.55,4.9,0.98,0.56,app://doctor/DOC_0088
DOC_0089,HOSP_004,Kabir Ghosh,OTHER,55,TRAUMA,ORTHO_TRAUMA,MBBS,Fellowship in Trauma Care,25,SENIOR_CONSULTANT,True,False,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Odia']",3,22,2.65,4.08,0.94,0.41,app://doctor/DOC_0089
DOC_0090,HOSP_004,Sara Das,OTHER,37,PULMONOLOGY,CRITICAL_CARE,"MBBS, DNB",Fellowship in Interventional Cardiology,9,CONSULTANT,False,False,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Odia']",3,30,1.71,3.9,0.58,0.57,app://doctor/DOC_0090
DOC_0091,HOSP_004,Aditya Banerjee,M,31,ORTHO,JOINT_REPLACEMENT,MBBS,,14,SENIOR_CONSULTANT,False,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Marathi']",1,16,9.43,4.92,0.78,0.31,app://doctor/DOC_0091
DOC_0092,HOSP_004,Rohit Bhattacharya,M,41,PULMONOLOGY,CRITICAL_CARE,"MBBS, MS",Fellowship in Trauma Care,35,SENIOR_CONSULTANT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Marathi']",4,24,1.89,4.96,0.99,0.39,app://doctor/DOC_0092
DOC_0093,HOSP_004,Rahul Bhattacharya,M,51,ORTHO,JOINT_REPLACEMENT,MBBS,Fellowship in Neuro Critical Care,10,CONSULTANT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Odia', 'Tamil']",2,16,3.97,3.76,0.73,0.61,app://doctor/DOC_0093
DOC_0094,HOSP_004,Rohit Reddy,OTHER,49,ORTHO,JOINT_REPLACEMENT,"MBBS, DNB",Fellowship in Interventional Cardiology,23,SENIOR_CONSULTANT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Tamil', 'Urdu']",1,26,1.3,4.69,0.97,0.59,app://doctor/DOC_0094
DOC_0095,HOSP_004,Vivaan Sen,M,54,EMERGENCY_MEDICINE,RESUSCITATION_EXPERT,MBBS,Fellowship in Pediatric ICU,14,SENIOR_CONSULTANT,False,True,DAY,True,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Tamil']",4,10,1.06,4.1,0.79,0.27,app://doctor/DOC_0095
DOC_0096,HOSP_004,Simran Banerjee,F,62,ORTHO,SPINE_SURGEON,"MBBS, DNB",FNB Critical Care,34,SENIOR_CONSULTANT,True,True,DAY,False,True,"['Bengali', 'English', 'Hindi']",3,21,3.41,3.79,0.93,0.37,app://doctor/DOC_0096
DOC_0097,HOSP_004,Kunal Patel,OTHER,43,EMERGENCY_MEDICINE,TOXICOLOGY,MBBS,Fellowship in Pediatric ICU,6,CONSULTANT,False,False,DAY,True,True,"['Bengali', 'English', 'Hindi', 'Tamil', 'Urdu']",1,15,1.74,4.69,0.62,0.47,app://doctor/DOC_0097
DOC_0098,HOSP_004,Rahul Chatterjee,M,61,CARDIAC,INTERVENTIONAL_CARDIOLOGY,"MBBS, MD",Fellowship in Pediatric ICU,18,SENIOR_CONSULTANT,True,False,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Tamil']",1,15,9.36,3.63,0.87,0.52,app://doctor/DOC_0098
DOC_0099,HOSP_004,Nikita Singh,OTHER,53,CARDIAC,CARDIAC_ELECTROPHYSIOLOGY,"MBBS, MD",Fellowship in Neuro Critical Care,25,SENIOR_CONSULTANT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Odia']",1,26,7.71,3.69,0.87,0.28,app://doctor/DOC_0099
DOC_0100,HOSP_004,Sara Roy,M,49,TRAUMA,HEAD_INJURY_FOCUS,"MBBS, DNB",Fellowship in Trauma Care,18,SENIOR_CONSULTANT,False,True,ROTATING,True,True,"['Bengali', 'English', 'Hindi', 'Tamil']",4,15,7.12,4.32,0.75,0.41,app://doctor/DOC_0100
DOC_0101,HOSP_004,Rohan Das,M,32,CARDIAC,CARDIAC_ELECTROPHYSIOLOGY,"MBBS, MD",Fellowship in Interventional Cardiology,10,CONSULTANT,False,False,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Urdu']",1,10,9.49,3.89,0.53,0.65,app://doctor/DOC_0101
DOC_0102,HOSP_005,Ishaan Singh,M,39,PULMONOLOGY,SLEEP_MEDICINE,"MBBS, DNB",,23,SENIOR_CONSULTANT,True,True,DAY,False,False,"['Bengali', 'English', 'Hindi', 'Marathi', 'Odia']",1,19,4.72,4.56,0.94,0.41,app://doctor/DOC_0102
DOC_0103,HOSP_005,Aditya Bhattacharya,M,64,GENERAL_SURGERY,ONCO_SURGERY,"MBBS, MD",FNB Critical Care,18,SENIOR_CONSULTANT,False,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi']",2,23,3.48,3.6,0.74,0.49,app://doctor/DOC_0103
DOC_0104,HOSP_005,Sneha Das,M,59,GENERAL_SURGERY,ONCO_SURGERY,MBBS,FNB Critical Care,26,SENIOR_CONSULTANT,True,True,DAY,False,False,"['Bengali', 'English', 'Hindi', 'Marathi']",4,20,4.88,4.65,0.95,0.48,app://doctor/DOC_0104
DOC_0105,HOSP_005,Rohan Singh,F,48,GENERAL_SURGERY,ONCO_SURGERY,"MBBS, MS",FNB Critical Care,19,SENIOR_CONSULTANT,False,True,NIGHT,False,False,"['Bengali', 'English', 'Hindi']",3,22,3.52,4.57,0.79,0.41,app://doctor/DOC_0105
DOC_0106,HOSP_005,Nikita Nair,OTHER,62,GENERAL_SURGERY,LAPAROSCOPIC_SURGERY,"MBBS, DNB",Fellowship in Pediatric ICU,19,SENIOR_CONSULTANT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Tamil', 'Urdu']",3,17,3.27,3.31,0.88,0.41,app://doctor/DOC_0106
DOC_0107,HOSP_005,Kunal Mukherjee,F,58,PULMONOLOGY,INTERVENTIONAL_PULMONOLOGY,"MBBS, DNB",Fellowship in Neuro Critical Care,35,SENIOR_CONSULTANT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi']",3,15,6.82,3.09,0.82,0.65,app://doctor/DOC_0107
DOC_0108,HOSP_005,Juhi Mehta,F,55,EMERGENCY_MEDICINE,RESUSCITATION_EXPERT,MBBS,Fellowship in Trauma Care,34,SENIOR_CONSULTANT,True,True,ROTATING,True,True,"['Bengali', 'English', 'Hindi', 'Tamil']",2,21,9.98,3.97,0.86,0.36,app://doctor/DOC_0108
DOC_0109,HOSP_005,Diya Mukherjee,OTHER,37,PEDIATRIC,PEDIATRIC_ICU,"MBBS, MS",Fellowship in Interventional Cardiology,31,SENIOR_CONSULTANT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi']",4,24,3.87,3.6,0.89,0.66,app://doctor/DOC_0109
DOC_0110,HOSP_005,Ishaan Sharma,F,34,GENERAL_SURGERY,LAPAROSCOPIC_SURGERY,"MBBS, MD",Fellowship in Neuro Critical Care,28,SENIOR_CONSULTANT,False,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Odia']",2,30,6.92,3.79,0.7,0.48,app://doctor/DOC_0110
DOC_0111,HOSP_005,Riya Patel,OTHER,55,PULMONOLOGY,CRITICAL_CARE,"MBBS, MD",FNB Critical Care,5,JUNIOR_RESIDENT,True,True,ROTATING,False,False,"['Bengali', 'English', 'Hindi']",3,20,2.77,3.23,0.47,0.73,app://doctor/DOC_0111
DOC_0112,HOSP_005,Rohit Reddy,OTHER,48,PULMONOLOGY,INTERVENTIONAL_PULMONOLOGY,"MBBS, DNB",Fellowship in Neuro Critical Care,23,SENIOR_CONSULTANT,False,True,NIGHT,False,False,"['Bengali', 'English', 'Hindi']",3,29,6.31,4.34,0.73,0.41,app://doctor/DOC_0112
DOC_0113,HOSP_005,Sara Das,M,39,PEDIATRIC,GENERAL_PEDIATRICS,"MBBS, MD",Fellowship in Neuro Critical Care,9,CONSULTANT,False,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi']",4,30,5.84,4.84,0.56,0.7,app://doctor/DOC_0113
DOC_0114,HOSP_005,Kabir Reddy,M,59,PEDIATRIC,NEONATOLOGY,"MBBS, MD",Fellowship in Trauma Care,4,JUNIOR_RESIDENT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Odia']",2,22,9.67,4.01,0.46,0.56,app://doctor/DOC_0114
DOC_0115,HOSP_005,Rohit Mehta,OTHER,56,PULMONOLOGY,CRITICAL_CARE,MBBS,Fellowship in Neuro Critical Care,19,SENIOR_CONSULTANT,True,True,DAY,False,True,"['Bengali', 'English', 'Hindi']",3,15,8.03,4.13,0.87,0.55,app://doctor/DOC_0115
DOC_0116,HOSP_005,Rohit Reddy,OTHER,35,EMERGENCY_MEDICINE,TOXICOLOGY,"MBBS, MS",Fellowship in Neuro Critical Care,29,SENIOR_CONSULTANT,True,True,ROTATING,True,True,"['Bengali', 'English', 'Hindi', 'Odia', 'Tamil']",1,24,3.37,4.72,0.95,0.25,app://doctor/DOC_0116
DOC_0117,HOSP_005,Ishaan Sen,M,41,PEDIATRIC,GENERAL_PEDIATRICS,"MBBS, DNB",FNB Critical Care,14,SENIOR_CONSULTANT,True,False,DAY,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Tamil']",3,29,5.85,3.65,0.85,0.53,app://doctor/DOC_0117
DOC_0118,HOSP_005,Priya Chatterjee,F,60,EMERGENCY_MEDICINE,RESUSCITATION_EXPERT,"MBBS, DNB",,9,CONSULTANT,True,True,ROTATING,True,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Urdu']",4,25,2.28,4.26,0.73,0.63,app://doctor/DOC_0118
DOC_0119,HOSP_005,Kunal Patel,M,33,PULMONOLOGY,INTERVENTIONAL_PULMONOLOGY,"MBBS, MS",Fellowship in Pediatric ICU,32,SENIOR_CONSULTANT,True,True,NIGHT,False,False,"['Bengali', 'English', 'Hindi']",1,24,6.71,4.39,0.88,0.48,app://doctor/DOC_0119
DOC_0120,HOSP_005,Aditya Mehta,M,55,GENERAL_SURGERY,ONCO_SURGERY,"MBBS, MS",Fellowship in Trauma Care,9,CONSULTANT,False,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Tamil', 'Urdu']",1,30,8.06,3.92,0.51,0.3,app://doctor/DOC_0120
DOC_0121,HOSP_005,Kabir Patel,F,28,PULMONOLOGY,CRITICAL_CARE,"MBBS, MD",Fellowship in Pediatric ICU,18,SENIOR_CONSULTANT,True,True,DAY,False,False,"['Bengali', 'English', 'Hindi', 'Marathi']",1,21,6.98,4.3,0.88,0.16,app://doctor/DOC_0121
DOC_0122,HOSP_005,Juhi Das,OTHER,42,PULMONOLOGY,INTERVENTIONAL_PULMONOLOGY,MBBS,Fellowship in Pediatric ICU,14,SENIOR_CONSULTANT,False,True,DAY,False,True,"['Bengali', 'English', 'Hindi']",2,26,7.12,3.02,0.66,0.48,app://doctor/DOC_0122
DOC_0123,HOSP_005,Ishaan Roy,F,36,PULMONOLOGY,CRITICAL_CARE,"MBBS, MD",Fellowship in Interventional Cardiology,7,CONSULTANT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Marathi']",2,22,7.96,4.51,0.69,0.35,app://doctor/DOC_0123
DOC_0124,HOSP_005,Ananya Mukherjee,OTHER,64,EMERGENCY_MEDICINE,RESUSCITATION_EXPERT,"MBBS, DNB",Fellowship in Trauma Care,10,CONSULTANT,False,False,DAY,False,False,"['Bengali', 'English', 'Hindi', 'Odia']",1,13,2.26,3.25,0.53,0.53,app://doctor/DOC_0124
DOC_0125,HOSP_005,Sneha Mehta,F,36,GENERAL_SURGERY,ONCO_SURGERY,MBBS,FNB Critical Care,19,SENIOR_CONSULTANT,True,False,ROTATING,False,False,"['Bengali', 'English', 'Hindi', 'Odia']",2,22,3.66,3.11,0.87,0.6,app://doctor/DOC_0125
DOC_0126,HOSP_005,Sara Patel,F,35,GENERAL_SURGERY,ONCO_SURGERY,MBBS,Fellowship in Neuro Critical Care,21,SENIOR_CONSULTANT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Odia', 'Tamil']",2,25,9.59,4.54,0.89,0.14,app://doctor/DOC_0126
DOC_0127,HOSP_005,Diya Sharma,F,41,EMERGENCY_MEDICINE,RESUSCITATION_EXPERT,"MBBS, DNB",Fellowship in Neuro Critical Care,33,SENIOR_CONSULTANT,False,True,ROTATING,True,False,"['Bengali', 'English', 'Hindi', 'Urdu']",2,18,1.75,3.16,0.72,0.65,app://doctor/DOC_0127
DOC_0128,HOSP_005,Ananya Reddy,F,53,EMERGENCY_MEDICINE,TOXICOLOGY,"MBBS, DNB",Fellowship in Pediatric ICU,16,SENIOR_CONSULTANT,True,True,DAY,True,True,"['Bengali', 'English', 'Hindi', 'Urdu']",3,15,2.07,4.42,0.93,0.5,app://doctor/DOC_0128
DOC_0129,HOSP_005,Kabir Patel,F,61,PEDIATRIC,NEONATOLOGY,"MBBS, MS",FNB Critical Care,8,CONSULTANT,True,False,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Marathi']",1,18,7.41,4.15,0.67,0.23,app://doctor/DOC_0129
DOC_0130,HOSP_005,Siddharth Reddy,F,31,PULMONOLOGY,INTERVENTIONAL_PULMONOLOGY,"MBBS, MD",Fellowship in Trauma Care,7,CONSULTANT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Tamil', 'Urdu']",1,17,1.41,3.73,0.7,0.56,app://doctor/DOC_0130
DOC_0131,HOSP_006,Kabir Bhattacharya,M,63,TRAUMA,HEAD_INJURY_FOCUS,"MBBS, DNB",FNB Critical Care,27,SENIOR_CONSULTANT,True,True,DAY,True,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Urdu']",1,15,3.01,4.03,0.92,0.14,app://doctor/DOC_0131
DOC_0132,HOSP_006,Kunal Mukherjee,F,46,GENERAL_SURGERY,ONCO_SURGERY,MBBS,Fellowship in Neuro Critical Care,24,SENIOR_CONSULTANT,True,True,DAY,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Tamil']",2,24,4.31,4.94,0.96,0.51,app://doctor/DOC_0132
DOC_0133,HOSP_006,Riya Banerjee,OTHER,43,EMERGENCY_MEDICINE,RESUSCITATION_EXPERT,"MBBS, DNB",,23,SENIOR_CONSULTANT,True,True,ROTATING,True,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Tamil']",3,13,2.85,4.97,0.96,0.48,app://doctor/DOC_0133
DOC_0134,HOSP_006,Vivaan Singh,OTHER,45,EMERGENCY_MEDICINE,RESUSCITATION_EXPERT,"MBBS, MD",Fellowship in Neuro Critical Care,24,SENIOR_CONSULTANT,False,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Urdu']",2,30,8.38,3.15,0.67,0.53,app://doctor/DOC_0134
DOC_0135,HOSP_006,Mira Ghosh,M,43,GENERAL_SURGERY,ONCO_SURGERY,"MBBS, MS",Fellowship in Interventional Cardiology,21,SENIOR_CONSULTANT,True,False,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Odia']",1,16,2.23,4.54,0.94,0.26,app://doctor/DOC_0135
DOC_0136,HOSP_006,Ishaan Singh,F,57,GENERAL_SURGERY,ONCO_SURGERY,MBBS,Fellowship in Neuro Critical Care,29,SENIOR_CONSULTANT,True,True,DAY,False,True,"['Bengali', 'English', 'Hindi', 'Urdu']",1,15,8.27,3.61,0.85,0.43,app://doctor/DOC_0136
DOC_0137,HOSP_006,Rohan Sharma,M,48,EMERGENCY_MEDICINE,RESUSCITATION_EXPERT,"MBBS, MD",Fellowship in Trauma Care,4,JUNIOR_RESIDENT,True,True,ROTATING,True,True,"['Bengali', 'English', 'Hindi']",4,24,6.0,4.1,0.47,0.5,app://doctor/DOC_0137
DOC_0138,HOSP_006,Ishaan Sen,M,35,EMERGENCY_MEDICINE,RESUSCITATION_EXPERT,"MBBS, MD",FNB Critical Care,24,SENIOR_CONSULTANT,True,True,NIGHT,False,False,"['Bengali', 'English', 'Hindi', 'Urdu']",1,12,2.78,4.29,0.93,0.44,app://doctor/DOC_0138
DOC_0139,HOSP_006,Diya Bhattacharya,F,35,EMERGENCY_MEDICINE,TOXICOLOGY,MBBS,FNB Critical Care,26,SENIOR_CONSULTANT,False,False,NIGHT,True,True,"['Bengali', 'English', 'Hindi', 'Tamil', 'Urdu']",3,16,9.17,3.55,0.69,0.47,app://doctor/DOC_0139
DOC_0140,HOSP_006,Ananya Sharma,OTHER,43,TRAUMA,ORTHO_TRAUMA,"MBBS, DNB",Fellowship in Interventional Cardiology,4,JUNIOR_RESIDENT,True,False,NIGHT,True,True,"['Bengali', 'English', 'Hindi']",4,16,6.78,4.59,0.49,0.45,app://doctor/DOC_0140
DOC_0141,HOSP_006,Aditya Sen,M,52,TRAUMA,ORTHO_TRAUMA,"MBBS, DNB",Fellowship in Neuro Critical Care,33,SENIOR_CONSULTANT,True,True,NIGHT,True,True,"['Bengali', 'English', 'Hindi']",1,20,6.37,3.06,0.82,0.48,app://doctor/DOC_0141
DOC_0142,HOSP_006,Arjun Sharma,F,61,GENERAL_SURGERY,LAPAROSCOPIC_SURGERY,"MBBS, MD",,16,SENIOR_CONSULTANT,True,True,ROTATING,False,False,"['Bengali', 'English', 'Hindi', 'Tamil', 'Urdu']",4,21,9.42,4.98,0.91,0.4,app://doctor/DOC_0142
DOC_0143,HOSP_006,Sara Chatterjee,F,50,TRAUMA,POLYTRAUMA,"MBBS, MS",Fellowship in Neuro Critical Care,13,SENIOR_CONSULTANT,False,False,DAY,False,True,"['Bengali', 'English', 'Hindi']",4,11,1.81,3.47,0.74,0.37,app://doctor/DOC_0143
DOC_0144,HOSP_006,Simran Patel,M,49,TRAUMA,POLYTRAUMA,"MBBS, MD",Fellowship in Trauma Care,21,SENIOR_CONSULTANT,True,False,DAY,True,True,"['Bengali', 'English', 'Hindi', 'Odia', 'Urdu']",3,12,4.36,4.88,0.96,0.37,app://doctor/DOC_0144
DOC_0145,HOSP_006,Ishaan Iyer,F,48,EMERGENCY_MEDICINE,RESUSCITATION_EXPERT,"MBBS, DNB",Fellowship in Pediatric ICU,21,SENIOR_CONSULTANT,True,True,ROTATING,False,False,"['Bengali', 'English', 'Hindi', 'Marathi', 'Urdu']",2,22,3.76,4.38,0.93,0.27,app://doctor/DOC_0145
DOC_0146,HOSP_006,Aarav Banerjee,OTHER,53,TRAUMA,POLYTRAUMA,"MBBS, MD",Fellowship in Neuro Critical Care,15,SENIOR_CONSULTANT,True,True,ROTATING,True,True,"['Bengali', 'English', 'Hindi', 'Urdu']",2,21,9.84,3.34,0.83,0.61,app://doctor/DOC_0146
DOC_0147,HOSP_006,Diya Roy,OTHER,49,GENERAL_SURGERY,LAPAROSCOPIC_SURGERY,"MBBS, MS",FNB Critical Care,5,JUNIOR_RESIDENT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi']",1,11,4.47,4.47,0.54,0.73,app://doctor/DOC_0147
DOC_0148,HOSP_006,Mira Patel,F,50,TRAUMA,ORTHO_TRAUMA,MBBS,Fellowship in Interventional Cardiology,15,SENIOR_CONSULTANT,True,False,ROTATING,True,True,"['Bengali', 'English', 'Hindi']",3,10,3.87,4.9,0.96,0.34,app://doctor/DOC_0148
DOC_0149,HOSP_006,Kabir Bhattacharya,F,38,TRAUMA,POLYTRAUMA,MBBS,Fellowship in Trauma Care,31,SENIOR_CONSULTANT,True,False,ROTATING,True,False,"['Bengali', 'English', 'Hindi']",4,15,1.48,3.66,0.9,0.72,app://doctor/DOC_0149
DOC_0150,HOSP_006,Mira Banerjee,OTHER,62,GENERAL_SURGERY,ONCO_SURGERY,"MBBS, MS",FNB Critical Care,26,SENIOR_CONSULTANT,False,True,DAY,False,True,"['Bengali', 'English', 'Hindi']",3,10,4.85,3.59,0.74,0.54,app://doctor/DOC_0150
DOC_0151,HOSP_006,Rohan Patel,M,34,EMERGENCY_MEDICINE,RESUSCITATION_EXPERT,"MBBS, MD",Fellowship in Pediatric ICU,31,SENIOR_CONSULTANT,True,True,DAY,True,True,"['Bengali', 'English', 'Hindi', 'Tamil']",3,12,6.78,3.78,0.85,0.39,app://doctor/DOC_0151
DOC_0152,HOSP_006,Kunal Iyer,M,56,EMERGENCY_MEDICINE,TOXICOLOGY,"MBBS, DNB",Fellowship in Interventional Cardiology,18,SENIOR_CONSULTANT,True,True,DAY,True,False,"['Bengali', 'English', 'Hindi', 'Tamil', 'Urdu']",3,27,4.73,4.51,0.94,0.31,app://doctor/DOC_0152
DOC_0153,HOSP_007,Vivaan Roy,F,61,ORTHO,SPORTS_INJURY,"MBBS, DNB",Fellowship in Neuro Critical Care,20,SENIOR_CONSULTANT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Urdu']",2,13,9.54,3.9,0.88,0.52,app://doctor/DOC_0153
DOC_0154,HOSP_007,Kabir Nair,M,36,CARDIAC,CARDIAC_ELECTROPHYSIOLOGY,MBBS,Fellowship in Pediatric ICU,10,CONSULTANT,True,True,DAY,False,True,"['Bengali', 'English', 'Hindi', 'Tamil', 'Urdu']",4,27,4.58,3.65,0.71,0.4,app://doctor/DOC_0154
DOC_0155,HOSP_007,Siddharth Bhattacharya,M,65,PEDIATRIC,PEDIATRIC_ICU,MBBS,Fellowship in Interventional Cardiology,7,CONSULTANT,True,True,DAY,False,False,"['Bengali', 'English', 'Hindi']",3,27,8.92,4.76,0.72,0.39,app://doctor/DOC_0155
DOC_0156,HOSP_007,Juhi Patel,OTHER,58,CARDIAC,INTERVENTIONAL_CARDIOLOGY,"MBBS, MS",Fellowship in Interventional Cardiology,26,SENIOR_CONSULTANT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Odia']",1,25,9.29,4.79,0.92,0.23,app://doctor/DOC_0156
DOC_0157,HOSP_007,Priya Das,F,59,TRAUMA,HEAD_INJURY_FOCUS,MBBS,FNB Critical Care,29,SENIOR_CONSULTANT,True,True,NIGHT,True,False,"['Bengali', 'English', 'Hindi', 'Urdu']",2,24,2.9,4.65,0.96,0.41,app://doctor/DOC_0157
DOC_0158,HOSP_007,Simran Roy,F,31,PEDIATRIC,NEONATOLOGY,MBBS,Fellowship in Trauma Care,26,SENIOR_CONSULTANT,True,False,ROTATING,False,False,"['Bengali', 'English', 'Hindi', 'Tamil', 'Urdu']",2,16,8.53,3.5,0.86,0.42,app://doctor/DOC_0158
DOC_0159,HOSP_007,Sneha Banerjee,M,45,NEURO,EPILEPTOLOGIST,"MBBS, DNB",Fellowship in Pediatric ICU,2,JUNIOR_RESIDENT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Tamil']",2,25,6.28,3.7,0.47,0.42,app://doctor/DOC_0159
DOC_0160,HOSP_007,Arjun Banerjee,OTHER,33,NEURO,STROKE_SPECIALIST,"MBBS, DNB",,14,SENIOR_CONSULTANT,True,True,ROTATING,False,False,"['Bengali', 'English', 'Hindi']",2,18,6.86,4.03,0.88,0.58,app://doctor/DOC_0160
DOC_0161,HOSP_007,Aarav Patel,M,39,PEDIATRIC,NEONATOLOGY,"MBBS, MD",Fellowship in Trauma Care,18,SENIOR_CONSULTANT,False,False,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Tamil']",3,16,5.2,4.35,0.75,0.6,app://doctor/DOC_0161
DOC_0162,HOSP_007,Kunal Chatterjee,M,28,PEDIATRIC,GENERAL_PEDIATRICS,"MBBS, MS",Fellowship in Neuro Critical Care,19,SENIOR_CONSULTANT,True,False,ROTATING,False,False,"['Bengali', 'English', 'Hindi']",4,12,4.03,3.55,0.91,0.46,app://doctor/DOC_0162
DOC_0163,HOSP_007,Arjun Das,OTHER,47,NEPHROLOGY,DIALYSIS_SPECIALIST,"MBBS, MD",,21,SENIOR_CONSULTANT,True,False,NIGHT,False,False,"['Bengali', 'English', 'Hindi']",4,19,3.33,3.84,0.92,0.38,app://doctor/DOC_0163
DOC_0164,HOSP_007,Vivaan Chatterjee,OTHER,64,NEPHROLOGY,TRANSPLANT_NEPRHOLOGY,"MBBS, MD",Fellowship in Pediatric ICU,31,SENIOR_CONSULTANT,True,False,ROTATING,False,False,"['Bengali', 'English', 'Hindi', 'Odia']",2,19,1.88,3.26,0.89,0.34,app://doctor/DOC_0164
DOC_0165,HOSP_007,Aditya Sen,M,49,TRAUMA,POLYTRAUMA,"MBBS, MD",Fellowship in Trauma Care,20,SENIOR_CONSULTANT,False,True,ROTATING,True,True,"['Bengali', 'English', 'Hindi', 'Marathi']",4,13,5.23,4.73,0.77,0.6,app://doctor/DOC_0165
DOC_0166,HOSP_007,Rohan Mukherjee,F,40,PEDIATRIC,NEONATOLOGY,"MBBS, DNB",Fellowship in Neuro Critical Care,4,JUNIOR_RESIDENT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi']",3,23,9.88,4.79,0.52,0.74,app://doctor/DOC_0166
DOC_0167,HOSP_007,Ananya Iyer,OTHER,39,CARDIAC,CARDIAC_ELECTROPHYSIOLOGY,"MBBS, MS",Fellowship in Pediatric ICU,4,JUNIOR_RESIDENT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Odia']",2,28,7.88,3.98,0.48,0.56,app://doctor/DOC_0167
DOC_0168,HOSP_007,Diya Singh,OTHER,55,TRAUMA,ORTHO_TRAUMA,"MBBS, DNB",Fellowship in Interventional Cardiology,1,JUNIOR_RESIDENT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Urdu']",3,26,2.72,4.35,0.55,0.59,app://doctor/DOC_0168
DOC_0169,HOSP_007,Sara Nair,OTHER,50,NEURO,STROKE_SPECIALIST,MBBS,Fellowship in Interventional Cardiology,20,SENIOR_CONSULTANT,True,False,ROTATING,False,True,"['Bengali', 'English', 'Hindi']",3,19,5.1,4.04,0.88,0.55,app://doctor/DOC_0169
DOC_0170,HOSP_007,Mira Bhattacharya,OTHER,36,NEURO,EPILEPTOLOGIST,"MBBS, MS",FNB Critical Care,2,JUNIOR_RESIDENT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Odia', 'Urdu']",1,28,5.54,3.25,0.44,0.55,app://doctor/DOC_0170
DOC_0171,HOSP_007,Vivaan Mehta,OTHER,44,PEDIATRIC,GENERAL_PEDIATRICS,MBBS,Fellowship in Neuro Critical Care,7,CONSULTANT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Odia', 'Urdu']",4,22,2.11,3.51,0.71,0.67,app://doctor/DOC_0171
